OBJECTID,OBJECTID_1,UWI,Source,API_Number,IC_Number,Operator_Name,Current_Operator_Name,Lease_Name,Well_Num,Field_Name,State_Name,County_Name,OS_Indicator,Hole_Direction,Well_Status,Current_Status,Geologic_Province_Name,Play_Name,Play_Type,Permit_Number,Permit_Date,Depth_Total_Driller,Depth_Total_Logger,Depth_True_Vertical,Depth_Whipstock,Class_Initial_Name,Class_Initial_Code,Class_Final_Name,Class_Final_Code,Status_Final_Code,Formation_Projected_Name,Depth_Total_Projected,Top_Source,Interpreter,Formation_at_TD_Name,Formation_Producing_Name,Elevation_Reference_Value,Elevation_Reference_Datum,Ground_Elevation,Date_First_Spud,Date_Spud,Date_Completion,Date_Rig_Release,Date_Abandonment,Date_First_Report,Date_Last_Activity,Depth_Water_Value,Depth_Water_Datum,Surface_Latitude,Surface_Longitude,Surface_LL_Source,Proposed_BH_Latitude,Proposed_BH_Longitude,Proposed_BH_LL_Source,BH_Latitude,BH_Longitude,BH_LL_Source,Activity_Code,Permit_Filer_Long,Permit_Phone,BH_lat,BH_long
40,130223,35049003070001.000000000000000,PI,35049003070001.000000000000000,,ELLISON K A,ELLISON K A,HAWKINS,1,WILDCAT,OKLAHOMA,GARVIN,,VERTICAL,D&AWOG,,SO OKLA FOLDED BELT,,,,12/22/1946 00:00:00,10626.000000000000000,10633,,,NEW FIELD WILDCAT DEEPENING,WFD,NEW FIELD WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WF,0,,,,,TULIP CREEK,,1019.000000000000000,DF,1000.000000000000000,,1/1/1947 00:00:00,11/18/1947 00:00:00,,,3/15/1973 00:00:00,7/30/2015 00:00:00,,,34.803499000000002,-97.537625500000004,IH,,,,,,,D,,,,
41,130224,35049003070002.000000000000000,PI,35049003070002.000000000000000,,PRAY MAX,PRAY MAX,HAWKINS,1,WILDCAT,OKLAHOMA,GARVIN,,VERTICAL,D&AWOG,,SO OKLA FOLDED BELT,,,,12/22/1948 00:00:00,10633.000000000000000,,,,NEW FIELD WILDCAT RECOMPLETION,WFX,NEW FIELD WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WF,0,,,PI,,CHECKERBOARD,,1019.000000000000000,DF,1000.000000000000000,,1/1/1949 00:00:00,5/10/1949 00:00:00,,,3/15/1973 00:00:00,6/25/2015 00:00:00,,,34.803499000000002,-97.537625500000004,IH,,,,,,,D,,,,
42,130237,35049003160000.000000000000000,PI,35049003160000.000000000000000,,SUN OIL COMPANY,SUN OIL COMPANY,M G COX,1,UNNAMED,OKLAHOMA,GARVIN,,VERTICAL,D&A,,SO OKLA FOLDED BELT,,,,7/5/1949 00:00:00,6193.000000000000000,6193,,,WILDCAT OUTPOST,WO,WILDCAT OUTPOST-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WO,0,UNKNOWN,,PI,,MISSISSIPPIAN MIDDLE,,947.000000000000000,DF,,,7/15/1949 00:00:00,9/13/1949 00:00:00,,,9/15/1949 00:00:00,11/11/2014 00:00:00,,,34.581132799999999,-97.315081800000002,IH,,,,,,,D,,,,
43,130246,35049003250000.000000000000000,PI,35049003250000.000000000000000,,PRAY MAX,PRAY MAX,LODA KENNEDY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A,,SO OKLA FOLDED BELT,,,,12/13/1948 00:00:00,6946.000000000000000,6944,,,WILDCAT OUTPOST,WO,WILDCAT OUTPOST-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WO,0,,,PI,,WOODFORD,,1056.000000000000000,KB,1044.000000000000000,,12/23/1948 00:00:00,2/1/1949 00:00:00,,,2/15/1949 00:00:00,2/11/2015 00:00:00,,,34.676494800000000,-97.434663499999999,IH,,,,,,,D,,,,
44,130247,35049003250001.000000000000000,PI,35049003250001.000000000000000,,K S OIL COMPANY,K S OIL COMPANY,KENNEDY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL-WO,A,SO OKLA FOLDED BELT,,,,2/16/1986 00:00:00,7342.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,HUNTON,7300.000000000000000,PI,,HUNTON,HUNTON,1056.000000000000000,KB,1044.000000000000000,,2/26/1986 00:00:00,3/17/1986 00:00:00,,,3/12/1986 00:00:00,8/6/2015 00:00:00,,,34.676494800000000,-97.434663499999999,IH,,,,,,,D,,,,
45,130248,35049003260000.000000000000000,PI,35049003260000.000000000000000,,MID CONTINENT,MID CONTINENT,J C PRITCHARD,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,6/10/1948 00:00:00,6878.000000000000000,6878,,,WILDCAT OUTPOST,WO,WILDCAT OUTPOST-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WO,0,UNKNOWN,,PI,,MCLISH,,1054.000000000000000,DF,,,6/20/1948 00:00:00,9/3/1948 00:00:00,,3/30/1974 00:00:00,8/15/1948 00:00:00,2/12/2015 00:00:00,,,34.759968299999997,-97.426039799999998,IH,,,,,,,D,,,,
46,130249,35049003260001.000000000000000,PI,35049003260001.000000000000000,,COASTAL STATES GAS T,COASTAL STATES GAS PRODUCING COMPANY,J C PRICHARD,2,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/10/1965 00:00:00,7709.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,,,PI,,OIL CREEK LOWER,OIL CREEK LOWER,1054.000000000000000,DF,,,10/20/1965 00:00:00,11/22/1965 00:00:00,,3/30/1974 00:00:00,11/15/1965 00:00:00,7/30/2015 00:00:00,,,34.759968299999997,-97.426039799999998,IH,,,,,,,D,,,,
47,130260,35049003320000.000000000000000,PI,35049003320000.000000000000000,,ANDERSON W E,PHILLIPS PETROLEUM COMPANY,RILL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,2/14/1950 00:00:00,7331.000000000000000,7329,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,4,UNKNOWN,,PI,,CANEY,GIBSON,1083.000000000000000,DF,,,2/24/1950 00:00:00,5/31/1950 00:00:00,,3/8/1967 00:00:00,5/15/1950 00:00:00,11/20/2014 00:00:00,,,34.780849000000003,-97.503549599999999,IH,,,,,,,D,,,,
48,130261,35049003330000.000000000000000,PI,35049003330000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,ARNETT A,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,10/17/1951 00:00:00,7932.000000000000000,7927,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,,,PI,,KEARNY,HART /GOLDEN TREND/,980.000000000000000,DF,,,10/27/1951 00:00:00,12/28/1951 00:00:00,,6/7/1984 00:00:00,12/15/1951 00:00:00,2/6/2015 00:00:00,,,34.730017900000000,-97.507870499999996,IH,,,,,,,D,,,,
49,130264,35049003360000.000000000000000,PI,35049003360000.000000000000000,,GOLDSMITH & PERKINS,PERKINS PRODUCTION COMPANY LLC,COLLER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,P,SO OKLA FOLDED BELT,,,,4/2/1953 00:00:00,8047.000000000000000,8047,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,2,UNKNOWN,,PI,,SPRINGER,HART /GOLDEN TREND/,1040.000000000000000,KB,1027.000000000000000,,4/12/1953 00:00:00,6/24/1953 00:00:00,,10/30/1965 00:00:00,6/15/1953 00:00:00,1/28/2015 00:00:00,,,34.806308299999998,-97.569540500000002,IH,,,,,,,D,,,,
50,130267,35049003380000.000000000000000,PI,35049003380000.000000000000000,,SUPERIOR OIL CO ETAL,MERIT ENERGY COMPANY,REEVES,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/25/1953 00:00:00,9716.000000000000000,9710,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,UNKNOWN,HART /GOLDEN TREND/,1005.000000000000000,KB,990.000000000000000,,6/4/1953 00:00:00,9/16/1953 00:00:00,,,9/15/1953 00:00:00,10/29/2014 00:00:00,,,34.799180200000002,-97.626629199999996,IH,,,,,,,D,,,,
51,130268,35049003390000.000000000000000,PI,35049003390000.000000000000000,,CONTINENTAL OIL CO,CITIES SERVICE COMPANY,ROSE-VOSE E,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/4/1953 00:00:00,9750.000000000000000,9755,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,SPRINGER,SPRINGER,1189.000000000000000,KB,,,6/14/1953 00:00:00,10/7/1953 00:00:00,,11/23/1991 00:00:00,10/15/1953 00:00:00,1/28/2015 00:00:00,,,34.675506499999997,-97.538438700000000,IH,,,,,,,D,,,,
52,130273,35049003410000.000000000000000,PI,35049003410000.000000000000000,,SINCLAIR OIL & GAS C,SINCLAIR OIL & GAS COMPANY,VIRGIL SMITH,1,ERIN SPRINGS S,OKLAHOMA,GARVIN,,VERTICAL,2O&2G,,SO OKLA FOLDED BELT,,,,10/22/1953 00:00:00,9917.000000000000000,9917,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,7,UNKNOWN,,PI,,GODDARD,HART UPPER /GOLDEN TREND,1038.000000000000000,DF,1027.000000000000000,,11/1/1953 00:00:00,2/17/1954 00:00:00,,,2/15/1954 00:00:00,10/22/2014 00:00:00,,,34.770055499999998,-97.608951099999999,IH,,,,,,,D,,,,
53,130303,35049003680000.000000000000000,PI,35049003680000.000000000000000,,BROWN & MOODY,BROWN & MOODY,NEAL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,5/25/1949 00:00:00,7108.000000000000000,7108,,,WILDCAT OUTPOST,WO,WILDCAT OUTPOST-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WO,0,UNKNOWN,,PI,,CANEY MIDDLE,,1038.000000000000000,DF,1031.000000000000000,,6/4/1949 00:00:00,7/19/1949 00:00:00,,,7/15/1949 00:00:00,11/3/2014 00:00:00,,,34.654686900000002,-97.430302200000000,IH,,,,,,,D,,,,
54,130304,35049003680001.000000000000000,PI,35049003680001.000000000000000,,KING-STEVENSON OIL C,KING-STEVENSON OIL COMPANY,NEAL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&AW,,SO OKLA FOLDED BELT,,,,9/28/1960 00:00:00,7108.000000000000000,,,,WILDCAT OUTPOST RECOMPLETION,WOX,WILDCAT OUTPOST-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WO,0,,,,,CANEY MIDDLE,,1038.000000000000000,DF,1031.000000000000000,,10/8/1960 00:00:00,10/19/1960 00:00:00,,,10/15/1960 00:00:00,7/7/2015 00:00:00,,,34.654686900000002,-97.430302200000000,IH,,,,,,,D,,,,
55,130322,35049003830000.000000000000000,PI,35049003830000.000000000000000,,MID CONTINENT,SINCLAIR OIL & GAS COMPANY,J S BELL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,8/18/1948 00:00:00,8318.000000000000000,8318,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,UNKNOWN,GIBSON,972.000000000000000,KB,959.000000000000000,,8/28/1948 00:00:00,1/5/1949 00:00:00,,10/14/1972 00:00:00,1/15/1949 00:00:00,1/28/2015 00:00:00,,,34.842585800000002,-97.490210599999997,IH,,,,,,,D,,,,
56,130326,35049003850000.000000000000000,PI,35049003850000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,HART,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/3/1948 00:00:00,8010.000000000000000,8007,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,KEARNY,HART /GOLDEN TREND/,1091.000000000000000,DF,,,11/13/1948 00:00:00,1/18/1949 00:00:00,,7/11/1984 00:00:00,1/15/1949 00:00:00,1/22/2015 00:00:00,,,34.699990300000003,-97.502276600000002,IH,,,,,,,D,,,,
57,130327,35049003870000.000000000000000,PI,35049003870000.000000000000000,,SUPERIOR OIL CO ETAL,SUPERIOR OIL COMPANY THE,C E ROLLER,/1/ 22-26,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/23/1948 00:00:00,7577.000000000000000,7577,,,WILDCAT OUTPOST,WO,NEW POOL WILDCAT-DISCOVERY,WPD,1,UNKNOWN,,PI,,CANEY,HART /GOLDEN TREND/,1090.000000000000000,KB,1077.000000000000000,,12/3/1948 00:00:00,3/8/1949 00:00:00,,5/2/1974 00:00:00,3/15/1949 00:00:00,1/8/2015 00:00:00,,,34.707176500000003,-97.489157599999999,IH,,,,,,,D,,,,
58,130328,35049003880000.000000000000000,PI,35049003880000.000000000000000,,SOHIO PETROLEUM CO,VASTAR RESOURCES INCORPORATED,H K MOORE ETAL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/8/1948 00:00:00,10686.000000000000000,10686,,7220,WILDCAT OUTPOST,WO,NEW POOL WILDCAT-DISCOVERY,WPD,1,UNKNOWN,,PI,,UNKNOWN,BROMIDE 1,986.000000000000000,KB,974.000000000000000,,4/18/1948 00:00:00,3/29/1949 00:00:00,,3/1/1967 00:00:00,3/15/1949 00:00:00,1/9/2015 00:00:00,,,34.824299799999999,-97.543241800000004,IH,,,,,,,D,,,,
59,130329,35049003880001.000000000000000,PI,35049003880001.000000000000000,,HUNTON O&G CORP,HUNTON OIL & GAS CORPORATION,MOORE H K,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/21/1987 00:00:00,10685.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,SIMPSON,9500.000000000000000,,,BROMIDE,HUNTON,986.000000000000000,KB,974.000000000000000,,10/1/1987 00:00:00,3/25/1988 00:00:00,,1/23/2001 00:00:00,3/3/1987 00:00:00,6/25/2015 00:00:00,,,34.824299799999999,-97.543241800000004,IH,,,,,,,D,,,,
60,130335,35049003930000.000000000000000,PI,35049003930000.000000000000000,,PHILLIPS PETRLM CO,CLAMPITT R L & ASSOCIATE INCORPORATED,HILLMAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,A,SO OKLA FOLDED BELT,,,,5/12/1948 00:00:00,7145.000000000000000,7142,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,SYLVAN,GIBSON,1093.000000000000000,DF,,,5/22/1948 00:00:00,7/20/1948 00:00:00,,,7/15/1948 00:00:00,11/11/2014 00:00:00,,,34.669207000000000,-97.403724499999996,IH,,,,,,,D,,,,
61,130336,35049003940000.000000000000000,PI,35049003940000.000000000000000,,PHILLIPS PETRLM CO,CONTINENTAL RESOURCES INCORPORATED,NESBITT,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,7/11/1948 00:00:00,8298.000000000000000,8297,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,SPRINGER,DEESE 4,1268.000000000000000,DF,,,7/21/1948 00:00:00,10/26/1948 00:00:00,,12/27/1974 00:00:00,10/15/1948 00:00:00,1/28/2015 00:00:00,,,34.689093600000000,-97.502277199999995,IH,,,,,,,D,,,,
62,130337,35049003950000.000000000000000,PI,35049003950000.000000000000000,,SINCLAIR PRAIRIE OIL,SINCLAIR OIL & GAS COMPANY,J M ADAIR,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,6/25/1948 00:00:00,7067.000000000000000,,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,HARAGAN,DEESE 3,1034.000000000000000,DF,1024.000000000000000,,7/5/1948 00:00:00,8/24/1948 00:00:00,,3/10/1972 00:00:00,1/15/1973 00:00:00,1/30/2015 00:00:00,,,34.838944400000003,-97.499167099999994,IH,,,,,,,D,,,,
63,130338,35049003960000.000000000000000,PI,35049003960000.000000000000000,,TEXACO INCORPORATED,TEXACO INCORPORATED,J A DONHAM,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,OIL,P,SO OKLA FOLDED BELT,,,,7/28/1948 00:00:00,8049.000000000000000,8049,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,UNKNOWN,PENNSYLVANIAN LOWER,967.000000000000000,DF,,,8/7/1948 00:00:00,12/21/1948 00:00:00,,,12/15/1948 00:00:00,10/29/2014 00:00:00,,,34.810806800000002,-97.502639099999996,IH,,,,,,,D,,,,
64,130339,35049003970000.000000000000000,PI,35049003970000.000000000000000,,CARTER OIL COMPANY,SINCLAIR OIL & GAS COMPANY,HALL-NEWEY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,4/21/1948 00:00:00,7157.000000000000000,,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,,,HUNTON,GIBSON,963.000000000000000,KB,,,5/1/1948 00:00:00,7/7/1948 00:00:00,,4/24/1972 00:00:00,7/15/1948 00:00:00,1/21/2015 00:00:00,,,34.831608899999999,-97.521195000000006,IH,,,,,,,D,,,,
65,130340,35049003970001.000000000000000,PI,35049003970001.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,HALL NEWEY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-GW,,SO OKLA FOLDED BELT,,,,12/22/1954 00:00:00,7157.000000000000000,,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,2,,,,,HUNTON,HART /GOLDEN TREND/,963.000000000000000,KB,,,1/1/1955 00:00:00,8/31/1955 00:00:00,,4/24/1972 00:00:00,8/15/1955 00:00:00,1/9/2015 00:00:00,,,34.831608899999999,-97.521195000000006,IH,,,,,,,D,,,,
66,130341,35049003970002.000000000000000,PI,35049003970002.000000000000000,,SINCLAIR OIL & GAS C,SINCLAIR OIL & GAS COMPANY,HALL-NEWAY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,2/18/1964 00:00:00,7157.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,,,,,HUNTON,GIBSON,963.000000000000000,KB,,,2/28/1964 00:00:00,4/4/1964 00:00:00,,4/24/1972 00:00:00,2/20/1997 00:00:00,7/7/2015 00:00:00,,,34.831608899999999,-97.521195000000006,IH,,,,,,,D,,,,
67,130343,35049003990000.000000000000000,PI,35049003990000.000000000000000,,SINCLAIR PRAIRIE OIL,SINCLAIR OIL & GAS COMPANY,DOLLY NEILL,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,8/15/1948 00:00:00,7026.000000000000000,,,,WILDCAT OUTPOST,WO,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,HARAGAN,PENNSYLVANIAN,969.000000000000000,DF,,,8/25/1948 00:00:00,10/19/1948 00:00:00,,5/21/1971 00:00:00,1/15/1973 00:00:00,2/3/2015 00:00:00,,,34.824419599999999,-97.507980599999996,IH,,,,,,,D,,,,
68,130355,35049004080000.000000000000000,PI,35049004080000.000000000000000,,PRAY MAX,PRAY MAX,R L FREEMAN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-G,,SO OKLA FOLDED BELT,,,,8/25/1953 00:00:00,9524.000000000000000,,,,NEW POOL WILDCAT,WP,NEW POOL WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WP,0,UNKNOWN,,PI,,UNKNOWN,,1033.000000000000000,KB,1021.000000000000000,,9/4/1953 00:00:00,11/10/1953 00:00:00,,,11/15/1953 00:00:00,10/29/2014 00:00:00,,,34.813657599999999,-97.644251499999996,IH,,,,,,,D,,,,
69,130369,35049004190000.000000000000000,PI,35049004190000.000000000000000,,HALLIBURTON COMPANY,HALLIBURTON COMPANY,LESTER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-G,,SO OKLA FOLDED BELT,,,,11/29/1949 00:00:00,8458.000000000000000,8456,,,NEW POOL WILDCAT,WP,NEW POOL WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WP,0,UNKNOWN,,PI,,SPRINGER,,1091.000000000000000,KB,1078.000000000000000,,12/9/1949 00:00:00,2/28/1950 00:00:00,,,2/15/1950 00:00:00,11/11/2014 00:00:00,,,34.778146100000001,-97.563819100000003,IH,,,,,,,D,,,,
70,130371,35049004210000.000000000000000,PI,35049004210000.000000000000000,,PRAY MAX & ELLISON K,PRAY MAX & ELLISON K A,MILLER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-OG,,SO OKLA FOLDED BELT,,,,7/29/1950 00:00:00,8111.000000000000000,8111,,,NEW POOL WILDCAT,WP,NEW POOL WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WP,0,UNKNOWN,,PI,,SPRINGER,,983.000000000000000,DF,,,8/8/1950 00:00:00,11/14/1950 00:00:00,,7/15/1978 00:00:00,3/15/1973 00:00:00,2/12/2015 00:00:00,,,34.831828799999997,-97.595798700000003,IH,,,,,,,D,,,,
71,130372,35049004210001.000000000000000,PI,35049004210001.000000000000000,,PRAY MAX & ELLISON K,PRAY MAX & ELLISON K A,MILLER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,,SO OKLA FOLDED BELT,,,,12/22/1950 00:00:00,8112.000000000000000,,,,DEVELOPMENT DEEPENING,D D,DEVELOPMENT WELL-OIL,DO,1,,,,,SPRINGER,DEESE,982.000000000000000,DF,,,1/1/1951 00:00:00,1/9/1951 00:00:00,,7/15/1978 00:00:00,3/15/1973 00:00:00,7/30/2015 00:00:00,,,34.831828799999997,-97.595798700000003,IH,,,,,,,D,,,,
72,130373,35049004210002.000000000000000,PI,35049004210002.000000000000000,,CLINTON OIL CO,BHP PETROLEUM (AMERICAS) INCORPORATED,MILLER,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,9/29/1972 00:00:00,8112.000000000000000,,,,DEVELOPMENT RECOMPLETION,D X,DEVELOPMENT WELL-OIL,DO,1,,7960.000000000000000,PI,,SPRINGER,GIBSON,982.000000000000000,DF,,,10/9/1972 00:00:00,10/17/1972 00:00:00,,7/15/1978 00:00:00,3/15/1973 00:00:00,6/25/2015 00:00:00,,,34.831828799999997,-97.595798700000003,IH,,,,,,,D,,,,
73,130392,35049004370000.000000000000000,PI,35049004370000.000000000000000,,CARTER OIL COMPANY,CARTER OIL COMPANY,HELVEY,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,D&A-O,,SO OKLA FOLDED BELT,,,,3/10/1947 00:00:00,7136.000000000000000,6511,,,NEW POOL WILDCAT,WP,NEW POOL WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WP,0,UNKNOWN,,PI,,HUNTON,,1060.000000000000000,DF,,,3/20/1947 00:00:00,6/17/1947 00:00:00,,,6/15/1947 00:00:00,10/15/2014 00:00:00,,,34.617536399999999,-97.363142199999999,IH,,,,,,,D,,,,
74,130395,35049004400000.000000000000000,PI,35049004400000.000000000000000,,MAGNOLIA PET CO,MAGNOLIA PETROLEUM COMPANY,W H WALSTON,1,UNNAMED,OKLAHOMA,GARVIN,,VERTICAL,D&A-O,,SO OKLA FOLDED BELT,,,,2/19/1947 00:00:00,7456.000000000000000,7456,,,NEW POOL WILDCAT,WP,NEW POOL WILDCAT-DRY (INCLUDING TEMPORARILY ABANDONED WELL),WP,0,UNKNOWN,,PI,,BROMIDE,,961.000000000000000,DF,,,3/1/1947 00:00:00,6/10/1947 00:00:00,,,6/15/1947 00:00:00,11/6/2014 00:00:00,,,34.617494700000002,-97.332741100000007,IH,,,,,,,D,,,,
75,130402,35049004470000.000000000000000,PI,35049004470000.000000000000000,,PHILLIPS PETRLM CO,MERIT ENERGY COMPANY,DENSON,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,11/30/1951 00:00:00,10510.000000000000000,10510,,,NEW POOL WILDCAT,WP,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,UNKNOWN,HART /GOLDEN TREND/,1023.000000000000000,KB,1009.000000000000000,,12/10/1951 00:00:00,4/29/1952 00:00:00,,6/23/1977 00:00:00,4/15/1952 00:00:00,7/2/2014 00:00:00,,,34.725496600000000,-97.561266599999996,IH,,,,,,,D,,,,
76,130405,35049004500000.000000000000000,PI,35049004500000.000000000000000,,PHILLIPS PETRLM CO,MERIT ENERGY COMPANY,ARNESEN,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,2OIL,A,SO OKLA FOLDED BELT,,,,2/2/1953 00:00:00,9920.000000000000000,9920,,,NEW POOL WILDCAT,WP,SUCCESSFUL OUTPOST EXTENSION,WOE,4,UNKNOWN,,PI,,UNKNOWN,SPRINGER,1216.000000000000000,KB,1202.000000000000000,,2/12/1953 00:00:00,5/13/1953 00:00:00,,,5/15/1953 00:00:00,11/11/2014 00:00:00,,,34.759136800000000,-97.586947899999998,IH,,,,,,,D,,,,
77,130415,35049004550000.000000000000000,PI,35049004550000.000000000000000,,VICKERS PETROLEUM CO,CITIES SERVICE COMPANY,VERA A CRAWFORD,1,GOLDEN TREND,OKLAHOMA,GARVIN,,VERTICAL,ABD-OW,P,SO OKLA FOLDED BELT,,,,3/2/1953 00:00:00,9900.000000000000000,9699,,,NEW POOL WILDCAT,WP,SUCCESSFUL OUTPOST EXTENSION,WOE,1,UNKNOWN,,PI,,UNKNOWN,,1173.000000000000000,KB,1161.000000000000000,,3/12/1953 00:00:00,6/3/1953 00:00:00,,4/17/1975 00:00:00,6/15/1953 00:00:00,1/9/2015 00:00:00,,,34.693686700000001,-97.547709999999995,IH,,,,,,,D,,,,
